appliesTo,key,editorKind,sourceKind,quality,description
Techno,NoRearm.UnderEMP,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：NoRearm.UnderEMP / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoReload.Temporal,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：NoReload.Temporal / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑，并可能涉及部署、运输、乘员或形态切换。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoReload.UnderEMP,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：NoReload.UnderEMP / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑，并可能涉及部署、运输、乘员或形态切换。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NormalTargetingDelay,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NormalTargetingDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoSecondaryWeaponFallback,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：NoSecondaryWeaponFallback / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoSecondaryWeaponFallback.AllowAA,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：NoSecondaryWeaponFallback.AllowAA / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及列表型条件、允许/禁止关系或筛选规则。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoShadow,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NoShadow / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoThreat,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NoThreat / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NotHuman,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NotHuman / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NotWorkingSound,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NotWorkingSound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoUseTileLandType,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NoUseTileLandType / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及武器、开火或投射表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NoWobbles,Boolean,Phobos,community-reference-inferred-phobos-20260603,推断型字段：NoWobbles / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NukeDown,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NukeDown / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NukeMaker,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NukeMaker / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NukeProjectile,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NukeProjectile / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NukeTakeOff,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NukeTakeOff / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NukeWarhead,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NukeWarhead / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NumberImpassableRows,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NumberImpassableRows / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NumberOfDocks,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NumberOfDocks / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,NumLoopFrames,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：NumLoopFrames / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Occupier,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Occupier / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OneFrameLight,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：OneFrameLight / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及资源、矿石、回收或经济收益。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OnFire,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：OnFire / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Operator,Reference,Ares,community-reference-inferred-ares-20260603,推断型字段：Operator / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OptionsChanged,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：OptionsChanged / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OreGathering.Anims,Reference,Phobos,community-reference-inferred-phobos-20260603,推断型字段：OreGathering.Anims / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于图像、动画、炮口坐标或 UI 表现，并可能涉及资源、矿石、回收或经济收益。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OreGathering.Tiberiums,MultiSelect,Phobos,community-reference-inferred-phobos-20260603,推断型字段：OreGathering.Tiberiums / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于资源、矿石、回收或经济收益。通常按逗号分隔的枚举/列表值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OrePurifier,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：OrePurifier / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于资源、矿石、回收或经济收益。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OreTwinkle,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：OreTwinkle / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于资源、矿石、回收或经济收益。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,OreTwinkleChance,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：OreTwinkleChance / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于资源、矿石、回收或经济收益，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Organic,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Organic / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overload.Count,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Overload.Count / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换，并可能涉及数值阈值、间隔、次数或概率参数。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overload.Damage,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Overload.Damage / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及部署、运输、乘员或形态切换。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overload.DeathSound,Reference,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Overload.DeathSound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及部署、运输、乘员或形态切换。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overload.Frames,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Overload.Frames / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换，并可能涉及图像、动画、炮口坐标或 UI 表现。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overload.ParticleSys,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Overload.ParticleSys / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overload.ParticleSysCount,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Overload.ParticleSysCount / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于部署、运输、乘员或形态切换，并可能涉及数值阈值、间隔、次数或概率参数。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Overrides,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Overrides / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PackupSound,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：PackupSound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PadAircraft,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：PadAircraft / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Parachute,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Parachute / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ParachuteMaxFallRate,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ParachuteMaxFallRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ParadropMission,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：ParadropMission / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ParadropRadius,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ParadropRadius / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Paralyzed,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Paralyzed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Paralyzes,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Paralyzes / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Parasite,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Parasite / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Parasiteable,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Parasiteable / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Paratrooper,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Paratrooper / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Particle,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Particle / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ParticleCap,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ParticleCap / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Particles,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Particles / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ParticlesPerCoord,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ParticlesPerCoord / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,ParticleSystem,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：ParticleSystem / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PenetratesTransport.Level,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：PenetratesTransport.Level / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及部署、运输、乘员或形态切换。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Persistant,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Persistant / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pilot,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：Pilot / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pips.SelfHeal.Buildings,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Pips.SelfHeal.Buildings / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及建造条件、阵营可用性或生产经济。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pips.SelfHeal.Buildings.Offset,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Pips.SelfHeal.Buildings.Offset / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pips.SelfHeal.Infantry,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Pips.SelfHeal.Infantry / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pips.SelfHeal.Infantry.Offset,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Pips.SelfHeal.Infantry.Offset / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pips.SelfHeal.Units,Integer,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Pips.SelfHeal.Units / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,Pips.SelfHeal.Units.Offset,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：Pips.SelfHeal.Units.Offset / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及图像、动画、炮口坐标或 UI 表现。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PlaceAnywhere,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：PlaceAnywhere / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PlaceBeaconSound,Reference,Yuri,community-reference-inferred-yuri-20260603,推断型字段：PlaceBeaconSound / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于声音、语音或 EVA 提示。通常引用另一类 INI 对象或资源 ID。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PlacementDelay,Text,Yuri,community-reference-inferred-yuri-20260603,推断型字段：PlacementDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PlacementGrid.Translucency,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：PlacementGrid.Translucency / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
Techno,PlacementGrid.TranslucencyWithPreview,Text,Phobos,community-reference-inferred-phobos-20260603,推断型字段：PlacementGrid.TranslucencyWithPreview / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。
