Key,AppliesTo,EditorKind,SourceKind,CurrentQuality,CurrentTrustBucket,DescriptionShape,DescriptionSha256,SourceCount,SameKeyHigherQualityElsewhere,HigherQualityContexts,ProposedDisposition,ReviewReason
Height,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,CE88712F01FD7E1469BA9792DA666A4F537A42DF886F0B0C20B89FA3B033DA08,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
HeightShadowScaling,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,B9C7AF7B5105990D78E1BE08EE663D7BDC9B2AB88B46913DA55AE84685A257A0,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HeightShadowScaling.MinScale,Techno,Integer,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,C58ED88A5AAFAF23BA24DB804F07EFA6EFE2FBCE1C55E74C340F37BC9B919F1D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
Helipad,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,A2ADB79DD3410490172DD1855CD1A845244ADE217E274E395034999DB39A17B1,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HideIfNoOre,ArtObject,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,A4503083CBDE0DE3290C03A85894F6081511EA50CFBABD4AB54C3F6D7DFC963C,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
HideLaserTrailEffects,Warhead,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HideLightFlashEffects,Warhead,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HideMaxValue,DigitalDisplay,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HideSelectBox,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,168B29EB3B38C6416E5827F41BC975AEE55D98518A4C145ED7A14FF027FD8010,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HideShakeEffects,Warhead,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
High,Weapon,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,653490F7D48F643CC5BE15FD64C4164DAB6E2B0EBB569B93F76029EAFF946C2B,1,True,Projectile,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
HitFlash,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HitFlash.Black,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HitFlash.Blue,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HitFlash.Green,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HitFlash.Red,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HoldsWhat,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,4B7ED58D1442F7CAEA68967E983115A8EB3B51872A2118001C12FE10D9864064,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
HoldsWhat,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,BEEDC8A624B3935E2E68CB85EAC7E3E3FE02B09879A4F8299B7D580D787F46B9,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HomingScatter,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,C35F361933A40EB3C42E1F9589D855E2C7FB2D6DB6ED811EEE07406D596E6763,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
Hospital,Techno,Text,Yuri,source-verified-noncanonical-guardrail-repair-power-capture-factory-radar-20260603,VerifiedGuardrail,SpecificOrNeedsReview,ACC001B476D0C7AB4701F10C7EF194DEA13AF44C180CEEB57B9787FA11B6A468,1,True,Building,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
House,AI,Text,Yuri,source-verified-legacy-guardrail-teamtypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,103ACEC7141C457421DD711B238F1E9F6191F3FBABBADE2D135FFF535596C0D7,1,True,TeamType,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Hover,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,F7F37102200BAC17A207F1E7CB8AD70AFD009E89804453C0D73FFF925D6ABF8E,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Hover,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,3A414DDF6938CDBA175939C3B2D45587ACFE4B264D25315301740C135FC2F433,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HoverDrownable,Vehicle,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
HoverLocomotorMakesWake,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,DE4D10D78620F3C4CFD18DCA3EA5B47CDBF8757B8A704799403093A81F71940E,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HoverPad,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,D3F837ED64F838E30C81A6332387502A7DA186574B3C36F4C06F684A909B53A5,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HSBuilding,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,86064301BB722AEA171969698C7A6876E6DF2C3A4E7D0B94690095885759447A,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
HunterSeeker,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,02D9F8EC6514B94871CEED5596DB30E776D3FF083AA71076ADA938FC50FA6A89,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
ICBM,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,1A235F7AD7303F5F6BB41FD3FFAAD450547DE5A94E88E98359CA2311C71FB10D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
ICBMLauncher,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,FB6E070BE0386396E772FA4F0BEC947747D7F7320EB3D0FA3701FE92607613E0,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IceBreakingWeight,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,B64038650CA663DFEB6C7E035A4B32BADC1298DBA93B4A885B2FB06BDDF380DF,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IceCrackingWeight,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,54BDA40F4A2AACFAAD6E8DB07E481D461E278DDDDF20A198CC05AEFB980B3800,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IceCrackSounds,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,2C1BDB2AE6A3C1DC5D39716967E9C79FA6DF996C133CEAC68602D58099DCC4DD,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IceCrackSounds,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,044C5CF0D7521BC579B09A8CAE6C077275FB853810EE80FDEE46860C4E21099E,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IceGrowthRate,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,1DB3CE776E9742726627F34DD61C08C09E315B965683320CE5343B3CC175AC6B,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IceSolidifyFrameTime,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,E1CBDA01F8244AB959DC8CD520ADD01529B9B33484599B35E75481435102193E,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
ID,Banner,Text,Phobos,auto-extracted,AutoExtracted,KeyPlusField,D277E0DEBBFB98C691B356F77A16CBA2C9BC1CD1FD28BF10323FB59E10697518,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
ID,Script,Text,Phobos,auto-extracted,AutoExtracted,KeyPlusField,D277E0DEBBFB98C691B356F77A16CBA2C9BC1CD1FD28BF10323FB59E10697518,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
Idle1,ArtObject,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,36468A712CE6DFAC6D9336828BF129A7087C56C8FB203BB65EF249C974C56B5D,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
Idle2,ArtObject,Text,Yuri,name-inferred-yuri-20260603,Inferred,UniformInferredTemplate,A30DD9AD07EBA9BC6719F6A295B7AF6B01E8E9CD3C6CF66D825233B32BBE1F83,1,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Idle2Sounds,ArtObject,Text,Yuri,auto-extracted,AutoExtracted,KeyPlusField,B6288DD66A178F841900015CA458B2444328003818B00C5B3A97CAC73683900A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IdleActionFrequency,Global,Text,Yuri,community-reviewed-ai-iq-behavior-p0-20260603,Unknown,SpecificOrNeedsReview,53B21FF361D085D73C7060B9FA49677CB9C3AD22A29C02DA858C3DFF2594BABE,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
IdleActionFrequency,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,C28A5C5969CA0E5AA7E77B43380E0614ACB50D608E655973D33B72C5F4BB0D95,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IdleRate,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,1F075EE2203B88B8B3FBCE85E3E7A74FFFD4135F8DDDF3D23E1AE0005986C582,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IFVTransformSound,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,296367CB348B9301044749FDA7C04E238D9E73A1BBADD212A49146A1885EBA45,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IgnoreForBaseCenter,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,73366D134C6DBA8E206A161A08616231B2D3BFC279A5C0249AD6054A737B40FC,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IgnoreGlobalAITriggers,AI,Boolean,Yuri,community-reviewed-wrong-context-guardrail-p0-20260603,VerifiedGuardrail,SpecificOrNeedsReview,ACC1F7A19394F58B9ADDDFDAD56A370DD9AF5264040A79E9D1E16A26FBC36976,2,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion. Runtime quality normalized with the manual-curated prefix while preserving its guardrail classification.
IgnoresFirestorm,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,BC73D661D8A487E31EDF8C729564FE4B93E9652D2BC6C7661001C13A66FC0B07,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IgnoresFirestorm,Weapon,Boolean,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,D4D32D477127B80E7AB839CBB7FD49637BE6D187C64B0CB081B96BD8A045C2B3,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
Image,Global,Text,Yuri,source-verified-guardrail-art-animation-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,328BEDFFE725A3F3624D680D69C7AA49905CBA1F9CFB2BA917E45EBDFD3DDD53,1,True,Animation;ArtObject;Projectile;Techno,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Image,Weapon,Reference,Yuri,source-verified-guardrail-projectile-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,95FF8B818B08ACD151383A4E4D91243426299A849EEB6AEE4E57EC1AE7819418,1,True,Animation;ArtObject;Projectile;Techno,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Image.ConditionRed,Aircraft,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,8F0A267A034D33A79BFFD3B8AC7F955DEB6B7BB3F56BF52683A4034CFF232348,2,False,,PromoteAndRewrite,"Verified against the official Ares/Phobos page for this field family; description and quality rewritten, with Prerequisite rows corrected from Unit to Techno."
Image.ConditionRed,Vehicle,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,93BF2D015DF5C48729C6DD6D9784DC243AE0B49532D52D4C029DED683D1F785C,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Image.ConditionYellow,Aircraft,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,0D6C7D4C3EACBB3A095D286358635A363416F7BD922308B5C2F2C39E6C073FC8,2,False,,PromoteAndRewrite,"Verified against the official Ares/Phobos page for this field family; description and quality rewritten, with Prerequisite rows corrected from Unit to Techno."
Image.ConditionYellow,Vehicle,Reference,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,C6EEC101B286AE7560AEA8F693EBBB069E955FFC1AE80E8A75814BAE15E17502,2,False,,Quarantine,Uniform inferred template has no field-specific verified semantics; quarantined by exact context while non-template definitions remain.
Immune,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,B30BD67785E6149D978C973150900A07A9FB8A018CFD3FABE06B92455A74B600,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
ImmuneToBerserk,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
ImmuneToCrit,Shield,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
ImmuneToCrit,Techno,Boolean,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,25C0BD6BF0415D80CDB9A68FC6D3918713F17D6AF741B4EF5322CD35E9CAC585,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
ImpactLandSound,Global,Text,Yuri,auto-extracted,AutoExtracted,ShortDescription,7202C5B4B5AD92531FEC3EBE2B95ACFE1EB87BEB32562CD3FA764946B9CFA79F,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
ImpactLandSound,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,5DBBB4F3FA1BD34541C34B24E85C6844A860533413E8CC7B4E20DD7166E6B389,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
ImpactWaterSound,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,D5005A99FD846C5106787A1FEA03F40B9011E997D04150CF99335B20F3CC8365,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
ImpactWaterSound,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,5FBEF825142059E7F2F93D252258EC18284701CC626E8993577D0613D7A69E89,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
Inaccurate,Techno,Text,Yuri,source-verified-guardrail-projectile-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,1D97FF82875084CE7A937534850BF4A0827EC7B8C687FBBD9CA70D671ABA8D44,1,True,Projectile,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Inaccurate,Weapon,Text,Yuri,source-verified-guardrail-projectile-core-20260603,VerifiedGuardrail,SpecificOrNeedsReview,263E5CD34B66A6F24E5B25E451C8532EFF414AAA06E793272133B25A8D1DA772,1,True,Projectile,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
IncomeMult,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,250D67AFA5B6462F0CC6B4EB9BAABEE742FF4BB637FC2E89A6424100EA3EC723,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
Incoming,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,63552CF38EEB89816F699613CE48B177D517B8CC49AB9B16A54E05D8B502A2B5,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
IncomingMessage,Global,Text,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,AC9D5819277B3BCA10DB033BFD111FF9A9250F9DEC6A15FDFA62AC793B245ACC,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
IncomingMessage,Techno,Reference,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,305F6A5A19C5DFECA1A5C61E0756F615B5A509CDC74C53E6E08512079C4127EE,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
INDEX,AI,Text,Yuri,source-verified-legacy-guardrail-aitriggertypes-schema-recheck-20260603,VerifiedGuardrail,SpecificOrNeedsReview,90CEE7878660283BD90C297E060B5FEA5381F02CB65273DAB6248C2DAA2DFB20,1,False,,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
Infantry.DefaultDigitalDisplayTypes,Techno,MultiSelect,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,811016EB06491BCE168B8BE2C7729F469EAE7BC0E7BDC714141EB9358F59F2A9,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryAbsorb,Techno,Text,Yuri,source-verified-noncanonical-guardrail-repair-power-capture-factory-radar-20260603,VerifiedGuardrail,SpecificOrNeedsReview,44368AE69991C7476C0209FB43244FBB88EAD4D5D825054701E658B2331C174E,1,True,Building,DiagnosticOnlyKeep,Existing diagnostic trust state; retain lookup/diagnostics and exclude from key completion.
InfantryAutoDeploy,Building,Boolean,Phobos,auto-extracted,AutoExtracted,GenericTypeOnly,2067A2273E494BB45225D608844C910E9DF9189E03787B71AABDFB0C92B5D34A,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Phobos key range AbsorbOverDamage..IsHideable. Source metadata alone is insufficient because extraction produced context errors.
InfantryAutoDeploy,Infantry,Boolean,Phobos,community-source-assisted-inferred-phobos-20260603,Inferred,UniformInferredTemplate,A56A90552AB4637283DC3D6F956F151EBC25AB052834CD55E01EE6FE58EF8AB0,2,False,,PromoteAndRewrite,Verified against official Phobos documentation; description and quality rewritten and wrong Infantry contexts corrected where required.
InfantryBlinkDisguiseTime,Global,Integer,Yuri,community-reviewed-health-ui-p0-20260603,Unknown,SpecificOrNeedsReview,AB497429766C2F9F699A7A42563F095AF6C751CBE1688C390101E564AE8F7063,2,False,,RetainReviewed,Specific community-reviewed row retained; quality normalized to the existing manual-curated trust family without changing field identity or description.
InfantryBlinkDisguiseTime,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,4F129FB9E9EE01D9C5E252D884B992F2C5ABBA05F0FC726FD412294BD4082680,2,True,Global,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryBrute,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,0FCD40D28AEF3418F93D3C69456CE1FE516A21454D70435950988CDE6E2768B3,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
InfantryExplode,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,AFFC634F626468499C5937B89F7018B4478D0024F0D37A273D2EB9FBCFC19D2E,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryGainSelfHeal,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,40DF8EBBF53DE33E4795F6218D68B2A3D19A96365FC8407B9B0BF7A7C8A23F7D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryGainSelfHealCap,Techno,Integer,Phobos,community-reference-inferred-phobos-20260603,Inferred,UniformInferredTemplate,98AAE9186D8B211FCE83961001BFA2936802C5A8E07CB6E65315F35A4CD41A3D,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryHeadPop,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,AA193AA58D538CE7D6788F907F1240C561659A839041536AF5117D62A50B5079,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
InfantryHeadPop,Techno,Text,Yuri,community-reference-inferred-yuri-20260603,Inferred,UniformInferredTemplate,2B8C8A114D8CD1A666C2ED817D7841212C6D35FF697692504D12176C7FC4D177,2,False,,Quarantine,Uniform inferred Techno fallback has no field-specific verified semantics; quarantined in stable key range Gunner..NoRearm.UnderEMP.
InfantryMutate,Global,Reference,Yuri,auto-extracted,AutoExtracted,SpecificOrNeedsReview,D232547B65BE826AC894454547753D8228EA2DD9B34551BB6B2535250CCB4AB8,1,False,,Quarantine,Auto-extracted row was not individually verified; quarantined in stable Yuri key range DeployedIdle..PowersUpBuilding. Source metadata alone is insufficient because extraction produced context errors.
