Priority,IntegrationBucket,MergeAction,Key,CurrentAppliesTo,CurrentQuality,RecommendedQuality,RecommendedDescription,SourceUrl,Decision
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS800BkgdName,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS800BkgdPal,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS800BriefLocX,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
P1,RemoveOrBacklog,KeepAsInferredFallbackOrBacklog,DefaultLS800BriefLocY,Global,community-reference-inferred-phobos-20260603,name-inferred-ui-fallback-p1-20260603,加载界面相关 UI 坐标/背景字段，缺少逐条官方来源；可保留为低权重 inferred fallback，但不要晋级 source-verified。,Docs/FieldRegistryInferredBacklogRecovery_2026-06-03.md,SafetyKeptAsInferredFallback
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,RefundPercent,Techno,community-reference-inferred-yuri-20260603,,推断型字段：RefundPercent / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,DamageDelay,Techno,community-reference-inferred-yuri-20260603,,推断型字段：DamageDelay / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生命值、护甲、伤害或修理倍率，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,GrowthRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：GrowthRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BuildSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BuildSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,MultipleFactory,Techno,community-reference-inferred-yuri-20260603,,推断型字段：MultipleFactory / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,WallBuildSpeedCoefficient,Techno,community-reference-inferred-yuri-20260603,,推断型字段：WallBuildSpeedCoefficient / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 ,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,LowPowerPenaltyModifier,Techno,community-reference-inferred-yuri-20260603,,推断型字段：LowPowerPenaltyModifier / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,MaxLowPowerProductionSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：MaxLowPowerProductionSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,MinLowPowerProductionSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：MinLowPowerProductionSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于列表型条件、允许/禁止关系或筛选规则，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,ReloadRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：ReloadRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及部署、运输、乘员或形态切换。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,IRepairRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：IRepairRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,IRepairStep,Techno,community-reference-inferred-yuri-20260603,,推断型字段：IRepairStep / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于数值阈值、间隔、次数或概率参数，并可能涉及建造条件、阵营可用性或生产经济。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,RepairRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：RepairRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,RepairStep,Techno,community-reference-inferred-yuri-20260603,,推断型字段：RepairStep / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,URepairRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：URepairRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于建造条件、阵营可用性或生产经济，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,RepairPercent,Techno,community-reference-inferred-yuri-20260603,,推断型字段：RepairPercent / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及生命值、护甲、伤害或修理倍率。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,AlliedSurvivorDivisor,Techno,community-reference-inferred-yuri-20260603,,推断型字段：AlliedSurvivorDivisor / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,SovietSurvivorDivisor,Techno,community-reference-inferred-yuri-20260603,,推断型字段：SovietSurvivorDivisor / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,SurvivorRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：SurvivorRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不,,3G-B wrong-context duplicate
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HoverDampen,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HoverDampen / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Pho,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HoverBob,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HoverBob / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HoverHeight,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HoverHeight / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Pho,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HoverBoost,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HoverBoost / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phob,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HoverAcceleration,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HoverAcceleration / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HoverBrake,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HoverBrake / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phob,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverHeight,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BalloonHoverHeight / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Are,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverDampen,Global,name-inferred-yuri-20260603,,推断型字段：BalloonHoverDampen / Global 暂未完成官方逐条核验；根据字段名、所属 全局配置 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobo,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverDampen,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BalloonHoverDampen / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Are,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverBob,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BalloonHoverBob / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverBoost,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BalloonHoverBoost / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverAcceleration,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BalloonHoverAcceleration / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 Built,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,BalloonHoverBrake,Techno,community-reference-inferred-yuri-20260603,,推断型字段：BalloonHoverBrake / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,TurnRate,Global,source-verified-obsolete-jumpjetcontrols-guardrail-p0-20260603,,TurnRate 是旧 [JumpjetControls] / TS 风格字段；RA2/YR 应优先使用 Jumpjet* 对应字段，当前行不应作为普通 Global canonical。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,TurnRate,Techno,community-reference-inferred-yuri-20260603,,推断型字段：TurnRate / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及数值阈值、间隔、次数或概率参数。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,Climb,Global,source-verified-obsolete-jumpjetcontrols-guardrail-p0-20260603,,Climb 是旧 [JumpjetControls] / TS 风格字段；RA2/YR 应优先使用 Jumpjet* 对应字段，当前行不应作为普通 Global canonical。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,Climb,Techno,community-reference-inferred-yuri-20260603,,推断型字段：Climb / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,CruiseHeight,Global,source-verified-obsolete-jumpjetcontrols-guardrail-p0-20260603,,CruiseHeight 是旧 [JumpjetControls] / TS 风格字段；RA2/YR 应优先使用 Jumpjet* 对应字段，当前行不应作为普通 Global canonical。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,CruiseHeight,Techno,community-reference-inferred-yuri-20260603,,推断型字段：CruiseHeight / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 P,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,Acceleration,Global,source-verified-movement-hover-flight-p0-20260603,,移动、悬浮、飞行或落体相关字段；修正旧注释中的“分钟/时间”误读，并区分 Global canonical 与 obsolete guardrail。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,WobblesPerSecond,Global,source-verified-obsolete-jumpjetcontrols-guardrail-p0-20260603,,WobblesPerSecond 是旧 [JumpjetControls] / TS 风格字段；RA2/YR 应优先使用 Jumpjet* 对应字段，当前行不应作为普通 Global canonical。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,WobblesPerSecond,Techno,community-reference-inferred-yuri-20260603,,推断型字段：WobblesPerSecond / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于武器、开火或投射表现，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,WobbleDeviation,Global,source-verified-obsolete-jumpjetcontrols-guardrail-p0-20260603,,WobbleDeviation 是旧 [JumpjetControls] / TS 风格字段；RA2/YR 应优先使用 Jumpjet* 对应字段，当前行不应作为普通 Global canonical。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,WobbleDeviation,Techno,community-reference-inferred-yuri-20260603,,推断型字段：WobbleDeviation / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 P,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,Crash,Techno,community-reference-inferred-phobos-20260603,,推断型字段：Crash / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。通常按整数参数理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,NoWobbles,Techno,community-reference-inferred-phobos-20260603,,推断型字段：NoWobbles / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。通常按 yes/no 布尔值理解。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phobos 官方字段页。,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,DropPodHeight,Techno,community-reference-inferred-yuri-20260603,,推断型字段：DropPodHeight / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Pho,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,DropPodSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：DropPodSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,DropPodAngle,Techno,community-reference-inferred-yuri-20260603,,推断型字段：DropPodAngle / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于超级武器或特殊效果逻辑。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 Phob,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HunterSeekerAscentSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HunterSeekerAscentSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 Bu,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HunterSeekerDescentSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HunterSeekerDescentSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 B,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HunterSeekerEmergeSpeed,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HunterSeekerEmergeSpeed / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估，并可能涉及移动、寻路、部署或运动限制。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 Bu,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HunterSeekerDescendProximity,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HunterSeekerDescendProximity / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,HunterSeekerDetonateProximity,Techno,community-reference-inferred-yuri-20260603,,推断型字段：HunterSeekerDetonateProximity / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于AI 行为、目标选择或威胁评估。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,MissileROTVar,Techno,community-reference-inferred-yuri-20260603,,推断型字段：MissileROTVar / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,MissileSpeedVar,Techno,community-reference-inferred-yuri-20260603,,推断型字段：MissileSpeedVar / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于移动、寻路、部署或运动限制，并可能涉及生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,MissileSafetyAltitude,Techno,community-reference-inferred-yuri-20260603,,推断型字段：MissileSafetyAltitude / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于生成物、乘员、残骸或派生单位。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc,,3G-C wrong-context/non-existent/obsolete
3G-A/B/C-overlay,RemoveOrBacklog,DetailedOverlayRemove,TrackedUphill,Techno,community-reference-inferred-yuri-20260603,,推断型字段：TrackedUphill / Techno 暂未完成官方逐条核验；根据字段名、所属 TechnoType 对象 上下文和既有社区资料线索，它可能用于对象行为、显示或引擎内部规则。取值格式仍按原 INI 资料或项目内实际用法确认。该说明仅作为 BuiltIn 宽松兜底，不能替代 ModEnc、Ares 或 ,,3G-C wrong-context/non-existent/obsolete
